atom_id,molecule_id,element,type,charge
avP,bT,c,22,-0.215
avQ,bT,i,42,0.175
avR,bT,c,22,-0.051
avS,bT,h,22,0.168
avT,bT,c,3,0.456
avU,bU,h,22,0.014
avV,bU,i,1,-0.048
avW,bU,c,3,0.165
avX,bU,c,22,0.306
avY,bU,h,40,0.026
avZ,bU,o,38,-0.012
awa,bU,h,22,0.186
awb,bU,h,42,-0.335
awc,bU,n,3,0.596
awd,bU,h,27,-0.377
awe,bU,h,40,-0.009
awf,bU,h,3,-0.561
awg,bU,h,42,-0.152
awh,bU,h,42,-0.055
awi,bU,c,22,0.143
awj,bU,c,22,-0.679
awk,bU,h,40,-0.306
awl,bU,h,22,0.301
awm,bU,h,3,0.076
awn,bU,h,3,0.264
awo,bU,h,22,0.17
awp,bU,c,3,-0.204
awq,bU,h,22,-0.084
awr,bU,c,3,0.339
aws,bU,c,27,-0.255
awt,bU,c,22,-0.23
awu,bU,c,40,-0.163
awv,bU,c,21,0.089
aww,bU,h,22,0.085
awx,bU,c,22,0.005
awy,bU,o,3,-0.049
awz,bU,h,3,-0.25
awA,bU,h,3,0.149
awB,bU,n,22,0.432
awC,bV,h,3,0.163
awD,bV,n,3,0.165
awE,bV,c,22,0.112
awF,bV,c,3,-0.085
awG,bV,c,22,0.056
awH,bV,c,3,0.273
awI,bV,c,3,-0.094
awJ,bV,c,22,0.241
awK,bV,c,3,-0.188
awL,bV,c,22,-0.065
awM,bV,c,22,0.042
awN,bV,h,3,0.115
awO,bV,c,22,0.133
awP,bV,c,3,0.007
awQ,bV,c,22,0.248
awR,bV,h,3,0.223
awS,bV,c,22,-0.281
awT,bV,c,22,0.397
awU,bV,c,22,0.121
awV,bV,h,22,0.198
awW,bV,c,22,0.174
awX,bV,c,3,-0.42
awY,bV,c,3,-0.452
awZ,bV,c,22,-0.083
axa,bV,c,3,0.028
axb,bV,c,22,-0.161
axc,bV,c,3,-0.332
axd,bV,c,22,0.414
axe,bV,c,22,0.412
axf,bW,c,3,-0.504
axg,bW,h,3,0.311
axh,bW,h,29,-0.056
axi,bW,c,22,0.148
axj,bW,n,3,-0.038
axk,bW,c,22,0.237
axl,bW,h,27,-0.424
axm,bW,h,22,0.052
axn,bW,h,34,-0.1
axo,bW,c,27,0.086
axp,bW,h,40,0.529
axq,bW,c,3,-0.668
axr,bW,c,3,-0.198
axs,bW,c,40,-0.175
axt,bW,c,22,0.059
axu,bW,c,27,0.391
axv,bW,h,27,-0.069
axw,bW,c,3,-0.303
axx,bW,h,40,-0.379
axy,bW,h,3,-0.269
axz,bW,c,22,0.071
axA,bW,c,22,-0.104
axB,bW,c,3,-0.164
axC,bW,h,42,-0.515
axD,bW,c,3,-0.182
axE,bW,h,22,0.157
axF,bX,c,27,-0.082
axG,bX,h,40,-0.441
axH,bX,c,40,-0.128
axI,bX,c,22,0.085
axJ,bX,c,40,-0.036
axK,bX,c,40,-0.227
axL,bX,c,40,-0.147
axM,bX,c,27,0.132
axN,bX,h,3,0.102
axO,bX,h,22,0.428
axP,bX,c,42,0.003
axQ,bX,c,22,-0.011
axR,bX,c,40,-0.154
axS,bX,c,42,-0.061
axT,bX,c,38,-0.167
axU,bX,h,22,0.139
axV,bX,c,27,0.115
axW,bX,c,3,-0.285
axX,bX,h,3,0.003
axY,bX,c,3,0.198
axZ,bX,c,3,-0.414
aya,bX,c,3,-0.291
ayb,bX,c,42,0.071
ayc,bX,c,22,0.198
ayd,bX,c,40,0.044
aye,bX,c,27,-0.064
ayf,bX,o,22,-0.052
ayg,bX,c,38,-0.3
ayh,bX,c,26,-0.136
ayi,bX,c,40,-0.153
ayj,bX,c,3,-0.25
ayk,bX,h,22,0.082
ayl,bY,c,3,0.404
aym,bY,c,3,-0.303
ayn,bY,o,40,-0.275
ayo,bY,c,3,0.18
ayp,bY,h,40,0.089
ayq,bY,c,3,0.055
ayr,bY,h,21,-0.093
ays,bY,i,42,-0.241
ayt,bY,n,27,-0.116
ayu,bY,c,3,0.012
ayv,bY,c,3,-0.001
ayw,bY,h,3,-0.318
ayx,bY,c,40,-0.063
ayy,bY,h,3,0.133
ayz,bY,n,29,0.353
ayA,bY,c,22,0.102
ayB,bY,h,22,0.168
ayC,bZ,c,38,0.289
ayD,bZ,c,3,-0.13
ayE,bZ,c,3,-0.466
ayF,bZ,c,38,-0.074
ayG,bZ,h,3,-0.232
ayH,bZ,c,22,0.32
ayI,bZ,h,26,-0.146
ayJ,bZ,c,22,0.102
ayK,bZ,c,22,0.337
ayL,bZ,c,22,-0.761
ayM,bZ,c,3,0.22
ayN,bZ,h,8,-0.162
ayO,bZ,c,40,-0.157
ayP,bZ,c,3,0.038
ayQ,bZ,c,38,0.039
ayR,bZ,h,38,-0.352
ayS,bZ,h,3,0.067
ayT,bZ,c,22,-0.198
ayU,bZ,h,3,0.391
ayV,bZ,c,3,-0.065
ayW,bZ,c,3,-0.132
ayX,bZ,c,42,-0.509
ayY,bZ,c,3,0.25
ayZ,bZ,c,22,-0.111
aza,bZ,o,22,-0.371
azb,bZ,c,27,0.335
azc,bZ,h,22,-0.087
azd,bZ,h,3,0.232
aze,bZ,c,40,0.104
azf,bZ,h,3,0.263
azg,ca,i,22,-0.416
azh,ca,h,22,0.095
azi,ca,o,3,-0.52
azj,ca,h,3,0.037
azk,ca,h,22,-0.106
azl,ca,c,40,0.198
azm,ca,h,40,-0.261
azn,ca,o,22,-0.483
azo,ca,h,38,-0.464
azp,ca,c,40,0.132
azq,ca,h,3,-0.377
azr,ca,h,3,-0.707
azs,ca,c,38,0.316
azt,ca,h,38,-0.107
azu,ca,c,22,-0.103
azv,ca,c,3,-0.09
azw,ca,n,3,-0.117
azx,ca,c,22,0.364
azy,ca,h,3,0.246
azz,ca,h,38,0.012
azA,ca,c,3,0.108
azB,ca,c,22,0.089
azC,ca,c,40,0.302
azD,cb,c,3,-0.157
azE,cb,c,3,-0.033
azF,cb,h,22,0.158
azG,cb,h,3,0.129
azH,cb,o,3,-0.184
azI,cb,h,22,0.475
azJ,cb,h,3,0.479
azK,cb,i,22,0.152
azL,cb,h,22,0.284
azM,cb,c,3,0.157
azN,cb,c,21,0.023
azO,cb,i,40,-0.559
azP,cb,h,3,0.162
azQ,cb,h,22,0.099
azR,cb,c,3,-0.126
azS,cb,h,27,-0.054
azT,cb,h,22,-0.064
azU,cb,h,28,-0.369
azV,cb,c,3,-0.092
azW,cb,c,3,0.127
azX,cb,o,22,0.409
azY,cb,o,22,0.25
azZ,cb,h,22,0.234
aAa,cb,h,3,0.271
aAb,cb,c,3,-0.365
aAc,cb,c,3,-0.24
aAd,cb,c,40,0.064
aAe,cb,c,3,-0.221
aAf,cb,c,40,0.325
aAg,cb,h,27,-0.262
aAh,cc,h,3,0.138
aAi,cc,c,27,-0.041
aAj,cc,c,3,0.058
aAk,cc,c,3,0.373
aAl,cc,c,195,-0.486
aAm,cc,c,40,0.35
aAn,cc,c,3,0.086
aAo,cc,o,22,0.107
aAp,cc,h,22,0.264
aAq,cc,c,42,0.126
aAr,cc,h,3,-0.014
aAs,cc,c,40,-0.781
aAt,cc,c,3,0.237
aAu,cc,c,29,-0.07
aAv,cc,c,3,-0.163
aAw,cc,n,22,0.057
aAx,cc,h,22,-0.094
aAy,cc,c,40,-0.243
aAz,cc,h,3,0.245
aAA,cc,o,22,0.213
aAB,cc,c,3,-0.292
aAC,cc,c,40,-0.414
aAD,cc,c,1,-0.108
aAE,cc,c,3,0.079
aAF,cc,c,27,0.135
aAG,cd,c,3,0.521
aAH,cd,i,42,-0.553
aAI,cd,c,22,0.441
aAJ,cd,n,3,0.132
aAK,cd,c,3,0.206
aAL,cd,c,22,-0.005
aAM,cd,h,3,-0.273
aAN,cd,h,40,0.231
aAO,cd,h,3,0.438
aAP,cd,c,3,0.336
aAQ,cd,h,42,-0.39
aAR,cd,h,29,-0.326
aAS,cd,h,22,0.178
aAT,cd,h,3,0.069
aAU,cd,h,42,-0.353
aAV,cd,h,42,-0.211
aAW,cd,c,40,-0.071
aAX,cd,h,42,-0.345
aAY,cd,h,3,0.367
aAZ,cd,c,3,-0.144
aBa,cd,h,3,0.4
aBb,ce,c,22,0.176
aBc,ce,c,1,-0.196
aBd,ce,c,3,0.179
aBe,ce,i,40,0.415
aBf,ce,c,3,-0.139
aBg,ce,c,3,-0.05
aBh,ce,h,22,0.168
aBi,ce,h,28,0.198
aBj,ce,h,22,0.106
aBk,ce,c,3,0.192
aBl,ce,c,27,-0.066
aBm,ce,h,40,0.186
aBn,ce,h,22,0.129
aBo,ce,h,22,0.043
aBp,ce,h,22,0.154
aBq,ce,h,22,0.23
aBr,ce,c,3,0.109
aBs,ce,c,3,0.125
aBt,ce,c,40,-0.138
aBu,ce,c,3,-0.036
aBv,ce,h,27,0.231
aBw,ce,c,3,-0.031
aBx,ce,c,3,-0.162
aBy,ce,h,22,0.17
aBz,ce,c,38,-0.392
aBA,ce,c,3,0.067
aBB,ce,c,22,0.142
aBC,cf,c,22,-0.267
aBD,cf,n,3,-0.051
aBE,cf,n,42,-0.205
aBF,cf,h,3,-0.074
aBG,cf,c,22,-0.772
aBH,cf,i,28,-0.243
aBI,cf,c,27,0.029
aBJ,cf,c,3,-0.327
aBK,cf,c,1,-0.453
aBL,cf,h,40,0.138
aBM,cf,o,3,0.404
aBN,cf,i,40,0.089
aBO,cf,c,22,-0.307
aBP,cf,c,3,0.564
aBQ,cf,h,3,-0.027
aBR,cf,c,3,-0.103
aBS,cf,c,22,-0.074
aBT,cf,h,40,-0.279
aBU,cf,n,38,0.034
aBV,cf,h,3,-0.003
aBW,cf,h,27,-0.051
aBX,cf,c,3,-0.194
aBY,cf,h,3,-0.105
aBZ,cf,h,3,-0.001
aCa,cf,o,3,0.06
aCb,cg,h,3,-0.23
aCc,cg,c,38,0.291
aCd,cg,c,22,-0.37
aCe,cg,h,27,-0.323
aCf,cg,c,3,-0.039
aCg,cg,h,3,0.146
aCh,cg,n,42,-0.485
aCi,cg,c,3,-0.314
aCj,cg,c,22,0.248
aCk,cg,c,22,-0.086
aCl,cg,c,22,-0.084
aCm,cg,c,3,-0.023
aCn,cg,c,22,0.412
aCo,cg,h,3,0.048
aCp,cg,h,3,-0.263
aCq,cg,o,3,-0.337
aCr,cg,h,3,-0.029
aCs,cg,h,3,0.319
aCt,cg,c,3,-0.058
aCu,cg,c,22,-0.153
aCv,cg,c,22,0.039
aCw,cg,c,3,0.225
aCx,cg,c,22,0.013
aCy,cg,h,3,0.003
aCz,ch,h,3,0.076
aCA,ch,i,42,-0.568
aCB,ch,h,27,0.105
aCC,ch,h,32,-0.164
aCD,ch,h,22,0.322
aCE,ch,c,22,0.165
aCF,ch,c,22,0.596
aCG,ch,o,93,0.291
aCH,ch,c,3,-0.163
aCI,ch,h,3,0.002
aCJ,ch,c,3,0.258
aCK,ch,h,3,-0.408
aCL,ch,h,27,0.184
aCM,ch,h,3,0.003
aCN,ch,h,3,-0.116
aCO,ch,i,42,-0.234
aCP,ch,h,38,0.362
aCQ,ch,n,38,-0.138
aCR,ch,h,40,0.242
aCS,ch,c,3,-0.193
aCT,ch,o,3,-0.152
aCU,ch,n,29,0.51
aCV,ch,c,22,0.23
aCW,ch,h,3,0.263
aCX,ci,h,27,-0.483
aCY,ci,h,22,-0.032
aCZ,ci,i,40,0.245
aDa,ci,n,22,0.117
aDb,ci,c,40,0.468
aDc,ci,c,40,-0.132
aDd,ci,c,40,-0.356
aDe,ci,h,40,-0.021
aDf,ci,h,22,0.457
aDg,ci,c,3,0.129
aDh,ci,c,22,0.552
aDi,ci,c,27,-0.144
aDj,ci,c,3,-0.195
aDk,ci,c,3,-0.229
aDl,ci,h,29,-0.075
aDm,ci,c,22,0.224
aDn,ci,h,3,0.058
aDo,ci,c,3,-0.092
aDp,ci,c,3,0.021
aDq,ci,h,40,-0.511
aDr,ci,h,3,0.535
aDs,ci,c,3,-0.054
aDt,ci,h,22,-0.002
aDu,ci,c,40,0.01
aDv,ci,c,3,0.091
aDw,ci,h,3,0.244
aDx,ci,h,3,-0.517
aDy,ci,h,3,0.23
aDz,ci,h,3,-0.144
aDA,ci,c,3,0.236
aDB,ci,h,22,-0.285
aDC,ci,c,3,0.189
aDD,cj,h,22,0.2
aDE,cj,h,22,-0.096
aDF,cj,h,3,0.091
aDG,cj,h,3,-0.007
aDH,cj,c,38,-0.176
aDI,cj,h,22,0.533
aDJ,cj,h,22,-0.13
aDK,cj,h,22,0.048
aDL,cj,h,22,0.032
aDM,cj,h,22,0.109
aDN,cj,h,22,0.279
aDO,cj,c,3,0.248
aDP,cj,c,29,-0.137
aDQ,cj,c,3,0.208
aDR,cj,c,3,0.336
aDS,cj,h,3,0.062
aDT,cj,c,3,0.276
aDU,cj,o,22,-0.325
aDV,cj,c,42,-0.375
aDW,cj,c,3,-0.019
aDX,cj,c,42,-0.086
aDY,cj,c,40,-0.314
aDZ,cj,c,3,-0.06
aEa,cj,h,22,-0.217
aEb,cj,h,3,-0.028
aEc,ck,c,22,-0.237
aEd,ck,c,40,0.131
aEe,ck,c,22,-0.096
aEf,ck,h,22,-0.3
aEg,ck,c,27,-0.208
aEh,ck,c,3,-0.31
aEi,ck,h,22,-0.132
aEj,ck,c,22,-0.087
aEk,ck,n,22,0.009
aEl,ck,c,22,0.098
aEm,ck,c,22,0.229
aEn,ck,c,40,-0.104
aEo,ck,c,22,-0.215
aEp,ck,c,3,0.03
aEq,ck,c,22,0.052
aEr,ck,c,3,-0.143
aEs,ck,c,3,0.347
aEt,ck,c,22,-0.298
aEu,ck,c,3,-0.005
aEv,ck,h,22,0.298
aEw,ck,c,3,-0.201
aEx,ck,c,40,0.071
aEy,ck,h,22,0.01
aEz,ck,c,22,-0.027
aEA,ck,c,3,-0.086
aEB,ck,h,3,0.25
aEC,ck,h,22,0.101
aED,ck,h,22,-0.149
aEE,ck,h,22,0.007
aEF,ck,c,3,-0.254
aEG,ck,h,22,-0.31
aEH,ck,h,22,0.34
aEI,ck,c,3,-0.041
aEJ,cl,h,42,-0.322
aEK,cl,h,3,-0.129
aEL,cl,o,22,0.158
aEM,cl,h,3,0.511
aEN,cl,c,42,-0.183
aEO,cl,h,38,0.078
aEP,cl,h,195,0.042
aEQ,cl,i,3,-0.04
aER,cl,c,3,-0.027
aES,cl,h,3,-0.395
aET,cl,c,42,-0.272
aEU,cl,h,3,0.264
aEV,cl,h,27,0.585
aEW,cl,c,3,1.002
aEX,cl,h,40,-0.09
aEY,cl,h,3,-0.333
aEZ,cl,c,38,-0.257
aFa,cl,h,3,-0.533
aFb,cl,c,29,-0.221
aFc,cm,h,3,0.401
aFd,cm,i,40,-0.219
aFe,cm,h,3,-0.121
aFf,cm,c,3,-0.355
aFg,cm,h,22,0.301
aFh,cm,o,40,-0.17
aFi,cm,o,22,-0.468
aFj,cm,h,22,0.562
aFk,cm,h,40,-0.172
aFl,cm,h,3,0.076
aFm,cm,c,3,0.068
aFn,cm,c,3,-0.16
aFo,cm,h,3,0.599
aFp,cm,i,3,-0.348
aFq,cm,c,22,0.588
aFr,cm,o,40,0.132
aFs,cm,h,3,-0.26
aFt,cm,o,3,0.25
aFu,cm,i,38,0.564
aFv,cm,h,38,-0.074
aFw,cm,c,40,0.168
aFx,cm,i,3,0.572
aFy,cm,h,40,0.022
aFz,cm,o,40,0.305
aFA,cm,h,3,0.096
aFB,cm,c,3,0.206
aFC,cm,h,3,0.206
aFD,cn,h,22,0.289
aFE,cn,c,40,-0.781
aFF,cn,h,3,-0.371
aFG,cn,c,40,-0.208
aFH,cn,h,10,-0.243
aFI,cn,h,3,0.162
aFJ,cn,c,3,-0.08
aFK,cn,n,3,-0.182
aFL,cn,h,3,-0.154
aFM,cn,h,3,0.382
aFN,cn,c,40,0.057
aFO,cn,c,22,0.041
aFP,cn,h,27,-0.382
aFQ,cn,c,40,-0.1
aFR,cn,c,3,0.363
aFS,cn,h,22,0.122
aFT,cn,n,38,0.322
aFU,cn,h,3,0.164
aFV,cn,c,22,-0.604
aFW,cn,h,22,-0.168
aFX,cn,c,3,0.086
aFY,cn,c,40,0.303
aFZ,co,c,10,0.061
aGa,co,n,22,0.48
aGb,co,c,3,0.307
aGc,co,h,3,-0.592
aGd,co,c,22,0.154
aGe,co,c,40,-0.563
aGf,co,h,3,-0.578
aGg,co,c,3,0.065
aGh,co,c,22,-0.292
aGi,co,h,40,-0.187
aGj,co,h,22,0.209
aGk,co,i,3,-0.064
aGl,co,h,3,0.432
aGm,co,o,22,-0.375
aGn,cp,c,22,-0.16
aGo,cp,c,22,0.061
aGp,cp,c,22,-0.204
aGq,cp,c,3,0.196
aGr,cp,c,27,-0.183
aGs,cp,h,3,-0.088
aGt,cp,n,42,0.093
aGu,cp,h,3,0.426
aGv,cp,h,40,0.116
aGw,cp,c,22,-0.416
aGx,cp,c,10,-0.191
aGy,cp,c,3,0.011
aGz,cp,h,22,-0.107
aGA,cp,h,3,-0.153
aGB,cp,h,40,-0.001
aGC,cp,c,27,-0.163
aGD,cp,i,3,0.253
aGE,cp,h,22,0.616
aGF,cp,h,3,0.056
aGG,cp,c,22,-0.156
aGH,cp,c,3,-0.157
aGI,cp,c,3,0.303
aGJ,cp,h,22,-0.054
aGK,cp,c,40,0.002
aGL,cp,h,22,0.72
aGM,cp,o,40,-0.027
aGN,cp,h,22,0.104
aGO,cp,c,22,0.363
aGP,cp,c,10,-0.477
aGQ,cq,c,3,0.214
aGR,cq,c,22,-0.004
aGS,cq,o,3,-0.058
aGT,cq,c,3,0.164
aGU,cq,o,22,-0.087
aGV,cq,c,3,0.087
aGW,cq,h,3,-0.081
aGX,cq,c,22,-0.244
aGY,cq,c,22,0.288
aGZ,cq,c,22,0.374
aHa,cq,h,22,-0.078
aHb,cq,h,3,0.118
aHc,cq,c,3,0.256
aHd,cq,i,22,-0.303
aHe,cq,h,3,-0.509
aHf,cq,c,22,0.367
aHg,cq,h,27,-0.27
aHh,cq,o,40,-0.171
aHi,cq,c,40,-0.286
aHj,cq,n,3,-0.016
aHk,cq,c,3,0.145
aHl,cr,h,38,0.117
aHm,cr,h,40,0.052
aHn,cr,c,3,0.059
aHo,cr,c,40,-0.029
aHp,cr,o,42,-0.157
aHq,cr,c,3,0.048
aHr,cr,h,3,-0.173
aHs,cr,c,22,0.048
aHt,cr,h,22,0.1
aHu,cr,h,38,-0.103
aHv,cr,h,3,-0.062
aHw,cr,h,22,0.193
aHx,cr,c,3,0.129
aHy,cr,h,3,0.084
aHz,cr,h,38,-0.249
aHA,cr,c,40,-0.068
aHB,cr,n,27,0.604
aHC,cr,c,38,-0.242
aHD,cr,c,3,0.038
aHE,cr,c,3,-0.081
aHF,cr,i,3,0.364
aHG,cr,o,22,-0.059
aHH,cr,c,16,-0.034
aHI,cs,n,40,-0.198
aHJ,cs,c,27,-0.218
aHK,cs,c,3,-0.177
aHL,cs,c,22,-0.142
aHM,cs,c,22,0.07
aHN,cs,c,3,0.601
aHO,cs,h,3,0.216
aHP,cs,i,42,-0.169
aHQ,cs,c,3,0.201
aHR,cs,c,3,-0.097
aHS,cs,h,22,-0.013
aHT,cs,c,3,0.284
aHU,cs,c,22,0.274
aHV,cs,h,3,-0.163
aHW,cs,c,40,0.1
aHX,cs,c,22,-0.134
aHY,cs,o,3,0.013
aHZ,cs,h,3,0.035
aIa,cs,c,22,0.339
aIb,cs,c,40,0.047
aIc,cs,c,40,-0.274
aId,cs,h,22,0.797
aIe,ct,h,3,0.402
aIf,ct,h,3,0.833
aIg,ct,c,3,-0.059
aIh,ct,c,22,0.73
aIi,ct,c,22,-0.118
aIj,ct,h,40,-0.241
aIk,ct,h,22,-0.164
aIl,ct,h,3,-0.394
aIm,ct,c,22,0.552
aIn,ct,c,22,0.436
aIo,ct,h,3,0.048
aIp,ct,o,40,0.397
aIq,ct,h,3,-0.651
aIr,ct,h,40,-0.099
aIs,ct,c,22,0.177
aIt,ct,c,22,0.131
aIu,ct,h,3,0.293
aIv,ct,c,3,0.141
aIw,ct,h,40,-0.141
aIx,ct,h,3,-0.507
aIy,cu,c,3,-0.189
aIz,cu,c,3,-0.109
aIA,cu,h,40,-0.077
aIB,cu,c,3,-0.016
aIC,cu,c,40,0.667
aID,cu,h,3,0.144
aIE,cu,c,40,0.297
aIF,cu,h,3,0.008
aIG,cu,c,38,-0.498
aIH,cu,c,22,0.147
aII,cu,h,3,-0.111
aIJ,cu,c,38,0.065
aIK,cu,c,42,-0.042
aIL,cu,c,3,0.095
aIM,cu,c,40,0.255
aIN,cu,n,3,0.036
aIO,cu,o,3,0.377
aIP,cu,h,3,-0.164
aIQ,cu,c,22,-0.308
aIR,cu,h,3,-0.221
aIS,cu,c,3,-0.034
aIT,cu,c,3,-0.185
aIU,cu,h,22,0.15
aIV,cu,h,3,0.338
aIW,cu,c,22,-0.601
aIX,cu,c,3,0.074
aIY,cu,h,22,0.128
aIZ,cu,h,22,0.269
aJa,cv,c,40,-0.133
aJb,cv,c,27,0.191
aJc,cv,h,22,0.16
aJd,cv,c,40,-0.387
aJe,cv,h,22,-0.661
aJf,cv,o,22,0.087
aJg,cv,c,3,-0.046
aJh,cv,c,3,-0.571
aJi,cv,c,40,-0.535
aJj,cv,h,3,0.239
aJk,cv,c,38,-0.147
aJl,cv,c,3,-0.414
aJm,cv,c,40,-0.016
aJn,cv,c,3,-0.211
aJo,cv,c,40,0.106
aJp,cv,c,3,0.007
aJq,cv,c,38,0.069
aJr,cv,o,22,0.278
aJs,cv,c,10,0.04
aJt,cv,h,22,0.362
aJu,cv,h,22,-0.169
aJv,cv,o,3,0.374
aJw,cv,c,26,-0.253
aJx,cv,h,22,-0.107
aJy,cv,c,40,0.252
aJz,cv,c,3,-0.223
aJA,cv,c,40,0.134
aJB,cw,c,22,-0.081
aJC,cw,c,3,0.096
aJD,cw,i,22,0.034
aJE,cw,c,22,-0.339
aJF,cw,c,27,-0.004
aJG,cw,h,22,-0.086
aJH,cw,c,1,-0.247
aJI,cw,h,22,0.122
aJJ,cw,h,22,0.012
aJK,cw,c,42,0.097
aJL,cw,c,3,-0.021
aJM,cw,h,40,-0.046
aJN,cw,h,22,0.03
aJO,cw,c,3,-0.259
aJP,cw,c,3,0.046
aJQ,cw,c,27,-0.212
aJR,cw,c,40,-0.192
aJS,cw,c,22,0.032
aJT,cw,h,3,0.115
aJU,cw,c,3,0.248
aJV,cw,h,3,0.438
aJW,cw,h,3,0.051
aJX,cw,c,22,-0.042
aJY,cw,c,38,0.046
aJZ,cw,c,22,-0.147
aKa,cw,c,3,-0.272
aKb,cw,h,40,-0.158
aKc,cw,c,40,-0.295
aKd,cw,c,3,-0.214
aKe,cw,c,3,0.074
aKf,cw,c,22,0.505
aKg,cw,c,22,0.204
aKh,cw,h,3,0.027
aKi,cx,i,3,0.526
aKj,cx,c,3,0.413
aKk,cx,h,3,-0.175
aKl,cx,c,22,0.317
aKm,cx,c,27,0.448
aKn,cx,c,27,-0.274
aKo,cx,h,1,0.336
aKp,cx,c,28,0.722
aKq,cx,c,34,-0.064
aKr,cx,i,3,-0.315
aKs,cx,h,40,0.234
aKt,cx,h,3,-0.297
aKu,cx,h,40,-0.632
aKv,cx,h,27,0.163
aKw,cx,c,42,-0.538
aKx,cx,h,3,-0.365
aKy,cx,c,3,-0.346
aKz,cx,n,22,-0.114
aKA,cx,h,3,-0.314
aKB,cx,o,22,0.08
aKC,cy,h,3,0.282
aKD,cy,c,29,0.132
aKE,cy,i,22,-0.323
aKF,cy,c,27,-0.03
aKG,cy,h,40,-0.508
aKH,cy,h,40,-0.343
aKI,cy,c,3,0.21
aKJ,cy,n,22,-0.066
aKK,cy,c,38,-0.702
aKL,cy,h,3,0.027
aKM,cy,h,3,0.292
aKN,cy,h,40,-0.162
aKO,cy,h,3,-0.329
aKP,cy,c,40,-0.06
aKQ,cy,c,3,-0.053
aKR,cy,c,42,-0.752
aKS,cy,i,3,0.528
aKT,cy,c,40,-0.619
aKU,cy,h,3,0.217
aKV,cy,c,40,0.102
aKW,cy,h,3,0.112
aKX,cy,c,3,-0.714
aKY,cy,c,3,-0.494
aKZ,cy,c,40,-0.113
aLa,cy,h,27,0.295
aLb,cz,h,22,0.298
aLc,cz,o,3,0.738
aLd,cz,c,40,-0.042
aLe,cz,h,3,0.128
aLf,cz,c,42,-0.055
aLg,cz,h,22,0.351
aLh,cz,h,22,0.18
aLi,cz,h,22,0.163
aLj,cz,c,3,0.334
aLk,cz,c,40,-0.159
aLl,cz,c,40,-0.045
aLm,cz,c,22,-0.081
aLn,cz,c,40,-0.046
aLo,cz,c,27,-0.185
aLp,cz,h,22,0.134
aLq,cz,c,42,-0.151
aLr,cz,h,3,-0.047
aLs,cz,c,40,-0.454
aLt,cz,h,3,0.171
aLu,cz,h,27,-0.24
aLv,cz,h,3,0.037
aLw,cz,n,3,0.139
aLx,cz,c,27,-0.176
aLy,cz,c,28,-0.195
aLz,cz,c,38,0.155
aLA,cz,c,3,-0.078
aLB,cz,c,29,0.046
aLC,cz,h,22,-0.226
aLD,cz,c,40,-0.532
aLE,cz,h,22,-0.118
aLF,cz,h,3,0.016
aLG,cA,c,22,-0.125
aLH,cA,i,42,-0.565
aLI,cA,c,22,0.37
aLJ,cA,h,3,0.029
aLK,cA,c,3,0.206
aLL,cA,h,3,0.143
aLM,cA,o,27,-0.092
aLN,cA,h,3,-0.45
aLO,cA,h,3,0.355
aLP,cA,c,22,-0.01
aLQ,cA,i,26,0.234
aLR,cA,c,22,0.444
aLS,cA,c,3,-0.026
aLT,cA,h,22,0.524
aLU,cA,c,22,-0.074
aLV,cA,c,22,0.003
aLW,cA,h,40,0.163
aLX,cA,h,40,0.056
aLY,cA,o,40,-0.147
aLZ,cA,c,22,-0.358
aMa,cA,h,3,-0.149
aMb,cA,o,38,-0.031
aMc,cA,h,3,0.128
aMd,cA,c,3,-0.003
aMe,cA,i,38,-0.21
aMf,cA,h,3,0.026
aMg,cA,h,3,-0.408
aMh,cA,c,3,0.155
aMi,cA,c,3,-0.356
aMj,cA,h,3,-0.06
aMk,cA,h,3,0.069
aMl,cA,c,22,0.566
aMm,cA,c,22,-0.367
aMn,cA,c,3,0.579
aMo,cA,o,3,0.468
aMp,cB,c,22,-0.106
aMq,cB,c,3,0.205
aMr,cB,h,22,0.014
aMs,cB,c,38,-0.104
aMt,cB,o,3,-0.368
aMu,cB,h,40,0.166
aMv,cB,o,3,0.381
aMw,cB,c,3,-0.176
aMx,cB,c,3,0.065
aMy,cB,c,38,0.346
aMz,cB,c,3,0.003
aMA,cB,c,3,-0.014
aMB,cB,c,22,-0.33
aMC,cB,o,40,0.262
aMD,cB,o,3,-0.023
aME,cB,o,3,0.026
aMF,cB,c,3,0.1
aMG,cB,h,3,-0.213
aMH,cB,c,40,-0.259
aMI,cB,h,1,0.175
aMJ,cB,h,3,0.34
aMK,cB,c,3,-0.287
aML,cB,c,3,-0.115
aMM,cB,c,3,-0.298
aMN,cB,h,42,-0.281
aMO,cB,c,42,0.266
aMP,cB,c,40,-0.353
aMQ,cB,c,22,0.425
aMR,cB,c,22,0.095
aMS,cB,h,42,-0.079
aMT,cC,c,3,-0.389
aMU,cC,c,3,0.253
aMV,cC,c,3,0.127
aMW,cC,h,3,-0.208
aMX,cC,c,3,-0.068
aMY,cC,c,1,-0.286
aMZ,cC,c,40,0.213
aNa,cC,h,27,-0.174
aNb,cC,c,27,-0.098
aNc,cC,c,3,-0.5
aNd,cC,c,3,0.185
aNe,cC,c,32,0.126
aNf,cC,c,40,0.012
aNg,cC,c,3,-0.189
aNh,cC,c,42,-0.06
aNi,cC,h,3,0.326
aNj,cC,c,3,-0.232
aNk,cC,c,3,-0.081
aNl,cC,c,22,-0.287
aNm,cC,c,42,0.146
